"","Produce-1600-2541-Redacted.txt","Produce-2000.txt","Produce-3000.txt","Produce-4000.txt","Produce-5000.txt","Produce-6000.txt","Produce-Box-1-Redacted.txt","Produce-Box-5-Redacted.txt","Produce-Box-5.txt","Produce-Box-6.txt"
"rla",2,0,0,0,0,0,0,0,0,0
"rlamarbethanypdorg",0,0,0,0,0,0,0,0,0,1
"rlcbaroklahomacountyorg",0,0,0,0,0,0,0,0,0,1
"rleonard",0,0,0,0,0,0,0,0,0,1
"rleonardleonardlawnet",0,0,0,0,0,0,0,0,0,2
"rlinscottatokaspeedynetnet",0,0,0,0,0,0,0,0,0,2
"rlondongmailcom",0,0,0,0,0,0,0,0,0,2
"rludwiszewskigibsondunncom",0,0,91,19,0,0,0,0,0,0
"rmadlocoxnet",6,0,0,0,0,0,0,0,0,0
"rmartellasidleycom",0,0,19,10,0,0,0,0,16,0
"rmasknicholshillsnet",0,0,0,0,0,0,0,0,0,1
"rmccaghrenstillwaterorg",0,0,0,0,0,0,0,0,0,1
"rmcclokcareertechorg",0,0,0,0,0,0,0,0,0,3
"rmckinneyjrgmailcom",0,0,0,0,0,2,0,0,0,0
"rmcommentsfiledpdf",0,0,0,0,0,0,0,0,2,0
"rmgreenopubcocom",0,0,0,0,0,0,0,0,0,1
"rminstcityofaltusorg",0,0,0,0,0,0,0,0,0,1
"rmitchelloccemailcom",0,0,0,0,0,0,0,0,0,2
"rmooreaolcom",0,0,0,0,0,0,0,0,0,1
"rmooreardmorecityorg",0,0,0,0,0,0,0,0,0,2
"rmorsechickashakokus",0,0,0,0,0,0,0,0,0,1
"rmosk",0,0,0,1,0,0,0,0,0,0
"rmoskowitza",0,0,0,1,0,0,0,0,0,0
"rmoskowitzafpmorg",0,0,0,50,0,0,0,0,0,0
"rmperrykvspcom",0,0,0,0,0,0,0,0,0,1
"rmproposedrules",0,0,0,0,0,0,0,0,1,0
"rmproposedrulespud",0,0,0,0,0,0,0,0,1,0
"rmurraynicholshillsnet",0,0,0,0,0,0,0,0,0,1
"rmuskogee",0,0,0,0,0,0,0,0,0,1
"rmyscofskitulsahealthorg",0,0,0,0,0,0,0,0,0,1
"rncombestoccemailcom",0,0,0,0,0,0,0,0,0,2
"rneffoccemailcom",0,0,0,0,0,0,0,0,0,1
"rnhornbeekoccforg",0,0,0,0,0,0,0,0,0,1
"rnhuffyahoocom",0,0,0,0,0,0,0,0,0,2
"rnpokornyildmailcom",0,0,0,0,0,0,0,0,0,2
"rnprenooccemailcom",0,0,0,0,0,0,0,0,0,1
"rnstampcoxnet",0,0,0,0,0,0,0,0,0,1
"rnsummarspldinet",0,0,0,0,0,0,0,0,0,2
"roach",0,0,0,7,0,0,0,0,0,3
"roachcherokeeorg",0,0,0,0,0,0,0,0,0,2
"road",0,0,2,11,0,0,0,0,10,0
"roadmap",0,0,0,0,2,0,0,0,0,0
"roads",0,0,0,0,0,0,0,0,0,3
"roam",0,0,0,0,0,0,0,0,0,3
"rob",26,0,282,9,32,0,12,0,54,6
"robandersoncjrwcom",0,0,0,0,0,0,0,0,1,0
"robbie",1,0,0,4,0,0,0,0,0,0
"robbieedchoiceorg",0,0,0,21,0,0,0,1,1,0
"robbiesquiresgmailcom",0,0,0,0,0,0,0,0,0,4
"robbin",0,0,0,0,0,0,0,0,0,2
"robbins",0,0,0,6,0,0,0,0,0,0
"robbknighttreasurerokgov",0,0,0,13,0,0,0,0,0,0
"roberbotulsaschoolsorg",0,0,0,0,0,0,0,0,0,4
"robert",82,0,1120,49,35,0,41,2,65,81
"roberta",0,0,1,6,0,0,0,0,0,0
"robertaldersondacstateokus",0,0,0,0,0,0,1,0,0,0
"robertalgertravelokcom",0,0,0,0,0,0,0,0,0,3
"robertamblingagostatealus",0,0,0,6,0,0,0,0,0,0
"robertbanksdacstateokus",0,0,0,0,0,0,0,0,0,3
"robertcameronicfbigov",0,0,0,0,0,0,0,0,0,2
"robertcameronicthigov",0,0,0,0,0,0,0,0,0,1
"robertcarderdacstateokus",0,0,0,0,0,0,0,0,0,3
"robertcecilusafmil",0,0,0,0,0,0,0,0,0,2
"robertdelmesemossadamscom",0,0,0,0,0,0,0,0,0,2
"robertdennissbcglobalnet",0,0,0,0,0,0,0,0,0,1
"robertdgiffordusdojgov",0,0,0,0,0,0,1,0,0,0
"robertdokefireokgov",0,0,0,0,0,0,0,0,0,3
"robertgasawaykirklandcom",0,0,1,9,0,0,0,0,0,0
"roberthahnsmithschooloxacuk",0,0,2,0,0,0,0,0,0,0
"roberthathorneconservationokgov",0,0,0,0,0,0,0,0,1,0
"roberthendersonokcgov",0,0,0,0,0,0,0,0,0,1
"roberthudson",0,0,0,0,0,0,0,0,0,1
"roberthudsonoagokgov",0,0,0,2,0,0,0,0,0,1
"robertkemmetiiokcgov",0,0,0,0,0,0,0,0,0,1
"robertleeoidokgov",0,0,0,0,0,0,0,0,0,3
"robertnewkirkyahoocom",0,0,0,0,0,0,0,0,0,2
"robertprausausafmil",0,0,0,0,0,0,0,0,0,2
"robertquinanstatemaus",0,0,6,0,0,0,0,0,0,0
"robertravitzoscnnet",0,0,0,2,0,0,0,0,0,2
"robertrobertmangercom",0,0,0,0,0,2,0,0,0,0
"robertrorkocedu",0,0,0,0,0,0,0,0,0,3
"roberts",27,0,257,14,17,0,12,0,51,17
"robertsandersmarinesusmcmil",0,0,0,0,0,0,0,0,0,2
"robertsintegrishealthcom",0,0,0,0,0,0,0,0,0,1
"robertsommersokcareertechorg",0,0,0,16,0,0,0,0,0,0
"robertson",0,0,0,0,16,0,0,0,26,7
"robertswarensicthigov",0,0,0,0,0,0,0,0,0,3
"roberttamblingagostatealus",0,0,2,8,0,0,0,0,0,0
"robgroseclosenicomaparkpolicecom",0,0,0,0,0,0,0,0,0,3
"robin",0,0,0,0,0,0,0,0,0,9
"robingazawiicthigov",0,0,0,0,0,0,0,0,0,3
"robingiennicfbigov",0,0,0,0,0,0,0,0,0,1
"robinglennicfbigov",0,0,0,0,0,0,0,0,0,2
"robinjonessalltcom",0,0,0,0,0,0,0,0,1,0
"robins",1,0,0,0,0,0,0,0,0,0
"robinson",58,0,1,351,0,0,0,49,76,25
"robison",4,0,1,1,0,0,0,0,3,4
"robisonokstateedu",0,0,0,0,0,0,0,0,0,1
"robmckennarobmckennaorg",2,0,28,0,0,0,1,0,0,0
"robotics",1,0,0,0,0,0,0,0,0,0
"robstandridgerssoftwarenet",0,0,0,0,0,0,0,0,0,1
"robust",4,0,2,4,0,0,0,0,0,0
"robyn",6,0,2,2,1,0,2,0,6,3
"robynbenderagkygov",0,0,0,24,0,0,0,0,0,0
"robynoosbcgiobainet",0,0,0,0,0,0,0,0,0,1
"rocic",0,0,0,0,0,0,0,0,0,4
"rock",0,0,0,0,0,0,0,0,0,3
"rockbridge",0,0,0,0,0,1,0,0,0,0
"rocket",0,0,0,6,0,0,0,0,0,0
"rockett",6,0,0,0,0,0,0,0,0,3
"rockislandpdwindstreamnet",0,0,0,0,0,0,0,0,0,1
"rockport",0,0,0,3,0,0,0,0,0,0
"rockstar",0,0,0,6,0,0,0,0,0,0
"rockwell",4,0,0,0,0,0,0,0,0,0
"rockwood",26,0,3,6,0,0,6,0,0,0
"rocky",2,0,0,4,0,0,0,0,0,0
"rod",0,0,0,1,0,0,3,0,4,0
"roda",0,0,0,0,0,0,0,0,0,4
"roderick",0,0,0,0,0,0,0,0,4,0
"rodney",0,0,2,2,0,0,2,0,0,6
"rodneyderryberrydacstateokus",0,0,0,0,0,0,0,0,0,3
"rodrigmcogecom",0,0,0,0,0,0,0,0,0,1
"rodriguez",0,0,2,87,17,0,2,0,25,0
"rodwangerokusdagov",1,0,5,9,0,0,0,0,0,0
"roe",0,0,0,0,0,0,0,0,0,1
"roebuck",0,0,0,0,0,0,0,0,0,1
"roebuckkjrhcom",0,0,0,0,0,0,0,0,0,1
"roeder",0,0,0,0,0,0,0,0,0,3
"roff",0,0,0,0,0,0,0,0,0,1
"roffpolicelyahoocom",0,0,0,0,0,0,0,0,0,1
"roffroffresourcescom",0,0,0,0,0,0,0,0,0,1
"roger",9,0,46,13,0,0,0,0,2,36
"rogerbakerokdhsorg",0,0,0,0,0,0,0,0,0,2
"rogergaddisandgaddiscom",2,0,0,4,0,0,0,0,0,0
"rogerhillusafmil",0,0,0,0,0,0,0,0,0,2
"rogernoberbnsfcom",0,0,0,0,0,0,0,0,0,2
"rogers",2,0,0,0,0,0,0,0,0,12
"rogerstokesdhsgov",0,0,0,0,0,0,0,0,0,3
"roggaw",5,0,0,0,0,0,0,0,4,0
"rogge",0,0,0,0,16,0,0,0,26,0
"rohit",0,0,0,0,0,0,0,0,0,3
"rohrabacher",0,0,1,0,0,0,0,0,0,0
"rok",1,0,0,0,0,0,0,0,0,0
"rokla",1,5,0,10,0,0,0,0,0,0
"roklahoma",0,0,2,4,0,0,0,0,7,0
"roland",0,0,0,0,0,0,0,0,0,3
"role",8,0,0,26,0,0,0,0,5,0
"roles",0,0,0,0,0,0,0,0,10,0
"rolim",0,0,0,0,0,0,0,0,0,1
"roll",1,0,0,0,0,0,0,0,0,0
"rolland",0,0,0,0,0,0,0,0,0,1
"rolled",0,0,0,1,0,0,0,0,3,0
"rolling",0,0,0,2,0,0,0,0,4,0
"rollings",0,0,0,0,0,0,0,0,0,2
"rollout",0,0,0,3,0,0,0,0,4,0
"rolls",0,0,0,0,0,0,0,0,5,0
"roman",0,0,0,1,0,0,0,0,0,0
"romania",0,0,0,0,0,1,0,0,0,0
"romano",0,0,1,0,0,0,0,0,0,0
"rome",0,0,0,0,0,0,0,0,0,1
"romine",0,0,0,0,0,0,0,0,0,4
"romney",0,0,0,0,0,0,0,0,5,0
"ron",16,0,8,21,33,0,8,0,66,16
"rona",0,0,0,3,0,0,0,0,0,0
"ronald",4,0,0,6,0,0,0,0,5,2
"ronaldcothransjmcorg",0,0,0,0,0,0,0,0,0,1
"ronboltonmariettapoliceorg",0,0,0,0,0,0,0,0,0,1
"roncasscassassociatesnet",0,0,0,6,0,0,0,0,0,0
"rondalittlevalircom",0,0,0,0,0,0,0,0,1,0
"ronharignewsonnet",0,0,0,0,0,0,0,0,0,2
"ronhaysradiooklahomanet",0,0,0,0,0,0,0,0,0,3
"ronjenkinsomesokgov",0,0,0,0,0,2,0,0,0,0
"ronnewsradiooklahomanet",0,0,0,0,0,0,0,0,0,3
"ronnie",0,0,0,0,0,0,0,0,0,2
"ronnieladdppbstateokus",0,0,0,2,0,0,0,0,0,2
"ronsharpphdattnet",0,0,0,0,0,0,0,0,0,1
"room",41,0,2,47,2,0,1,1,12,2
"rooms",0,0,0,0,0,0,0,10,10,0
"roosevelt",0,0,0,0,0,0,0,8,8,0
"root",0,0,0,0,0,0,0,0,0,1
"roots",7,0,105,0,0,0,5,0,0,0
"ropperenvirolawyercom",2,0,28,0,0,0,1,0,0,0
"rork",0,0,0,0,0,0,0,0,0,3
"rosalyn",0,0,2,2,0,0,2,0,0,3
"rosdocx",0,0,0,2,0,0,0,0,0,0
"rose",0,0,0,0,0,0,0,8,8,4
"rosen",0,0,33,7,0,0,5,0,0,0
"rosenberg",0,0,0,3,0,0,0,0,0,0
"rosenthal",18,0,269,0,0,5,10,0,0,0
"roseokcfridayaolcom",0,0,0,0,0,0,0,0,0,3
"roserunner",0,0,0,0,0,0,0,0,0,1
"ross",32,0,400,1,0,0,19,0,0,5
"rossdacstateokus",0,0,0,0,0,0,0,0,0,1
"rossi",1,0,0,0,0,0,0,0,0,0
"rossmclaughlinchkcom",0,0,0,0,0,0,0,0,0,1
"rosstoswimyahoocom",1,0,14,0,0,0,0,0,0,0
"roswell",2,0,0,0,0,0,0,0,0,0
"rotates",1,0,0,0,0,0,0,0,0,0
"rotating",0,0,0,0,0,0,0,0,4,0
"roth",1,0,3,185,17,0,2,0,30,0
"rothermel",0,0,0,0,0,0,0,0,0,1
"rottoksenategov",0,0,0,0,0,0,0,0,0,1
"roudy",0,0,0,0,0,0,0,0,0,1
"rouge",1,0,14,4,0,0,0,0,0,0
"rough",0,0,0,10,0,1,0,0,0,0
"roughly",4,0,0,7,0,0,0,0,0,0
"round",0,0,0,0,2,0,3,0,0,0
"roundtable",7,0,105,0,0,0,5,0,0,2
"rouse",0,0,0,0,0,0,0,0,0,2
"rousseau",0,0,0,0,0,0,0,0,1,0
"route",4,0,1,1,0,0,0,0,0,0
"routeboutiquegmailcom",0,0,0,0,0,2,0,0,0,0
"routine",0,0,0,18,0,0,0,0,0,0
"routinely",0,1,0,9,0,0,0,0,0,0
"routing",0,0,20,2,0,0,0,0,0,0
"rove",0,0,0,56,0,0,0,0,0,0
"row",0,0,0,36,0,0,0,0,0,1
"rowe",18,0,269,0,0,0,10,0,0,2
"rowell",6,0,0,0,0,0,0,0,0,3
"rowing",0,0,0,36,0,0,0,0,0,0
"rowlett",0,0,0,0,17,0,0,0,28,0
"roxanne",0,0,3,0,0,0,0,0,0,4
"roxannegieddstatesdus",0,0,89,25,0,0,0,0,0,0
"roxanneryderhqdhsgov",0,0,0,0,0,0,0,0,0,3
"roy",0,0,0,3,0,0,0,0,10,4
"roywoodnccicom",0,0,0,0,0,2,0,0,0,0
"rozzoklahomachildrenstheatreorg",0,0,0,0,0,0,0,0,0,1
"rpaduchikcleancoalusaorg",0,0,0,0,0,0,0,0,16,0
"rpeckdpsstateokus",0,0,0,0,0,0,0,0,0,3
"rpes",0,0,0,0,0,0,0,0,0,1
"rpetehutchaolcom",0,0,6,19,0,0,0,0,0,0
"rpowellkirkpatrickoilcom",0,0,0,0,0,0,0,0,0,1
"rprheayahoocom",0,0,0,16,0,0,0,0,0,0
"rpylegradycosheriffcom",0,0,0,0,0,0,0,0,0,1
"rraidpsstateokus",0,0,0,0,0,0,0,0,0,3
"rreedbethanypdorg",0,0,0,0,0,0,0,0,0,1
"rrhoadesdpsstateokus",0,0,0,0,0,0,0,0,0,1
"rrobertsokmedicalboardorg",0,0,0,0,0,0,0,0,0,2
"rrogalskicityoflawtonokus",2,0,0,0,0,0,0,0,0,0
"rrogersdpsstateokus",0,0,0,0,0,0,0,0,0,1
"rrogersestoonet",0,0,0,0,0,0,0,0,0,1
"rrulefreqyearlybyminutebyhourbydaysubymonth",2,0,0,0,0,0,0,0,0,0
"rseminole",0,0,0,0,0,0,0,0,3,0
"rsgazettesbcglobalnet",0,0,0,0,0,0,0,0,0,3
"rsharpopubcocom",0,0,0,0,0,0,0,0,0,1
"rsheabrokenarrowokgov",0,0,0,0,0,0,0,0,0,2
"rshelbyagaorg",0,0,0,0,0,0,0,0,16,0
"rshelbycaphillgrpcom",0,0,0,0,0,1,0,0,0,0
"rsmithincogorg",1,0,0,0,0,0,0,0,0,0
"rspagnolettischertlerlawcom",2,0,28,0,0,0,1,0,0,0
"rspauldingwcgflawcom",0,0,0,1,0,0,0,0,0,0
"rspearsmuskogeesoorg",0,0,0,0,0,0,0,0,0,1
"rspohnbethanypdorg",0,0,0,0,0,0,0,0,0,1
"rsrpacificegaorg",0,0,0,3,0,0,0,0,0,0
"rsrpacificlegalorg",0,0,2,13,0,0,0,0,0,0
"rss",4,0,0,0,0,5,0,0,21,0
"rstakem",0,0,0,0,0,0,0,0,0,2
"rstephenslogancountysoorg",0,0,0,0,0,0,0,0,0,3
"rstricklandoccemailcom",0,0,0,0,0,0,0,0,0,2
"rsuradiohotmailcom",0,0,0,0,0,0,0,0,0,2
"rsurnmaolcom",0,0,0,0,0,0,0,0,0,1
"rsvp",23,0,1,18,0,1,0,4,68,0
"rsvping",0,0,0,2,0,0,0,0,0,0
"rtamblingagostatealus",0,0,85,12,0,0,0,0,0,0
"rtenpasmorganlewiscom",0,0,8,19,0,0,0,0,0,0
"rthirionfcsokorg",0,0,0,2,0,1,0,0,1,2
"rtorixsoerokcom",0,0,2,2,0,0,0,0,0,0
"rtorresbixbycom",0,0,0,0,0,0,0,0,0,4
"rtpowellenvironmentokgov",1,0,5,9,0,0,0,0,0,0
"rubber",0,0,1,1,0,0,0,0,0,0
"rubble",0,0,0,3,0,0,0,0,0,0
"ruben",0,0,0,0,0,0,0,0,0,1
"rublecoxnet",0,0,0,0,0,0,0,0,0,1
"rudy",0,0,0,0,0,0,0,0,0,2
"rufus",22,0,281,6,0,0,10,0,0,0
"rufusrufusedmistencom",2,0,28,0,0,0,1,0,0,0
"ruin",0,0,0,6,0,0,0,0,0,0
"ruiz",0,0,0,0,0,0,0,0,0,2
"rule",16,0,22,67,0,0,43,5,41,4
"ruled",0,0,0,5,0,0,0,0,0,0
"rulemaking",1,0,0,7,7,0,0,0,24,0
"rulemakings",0,0,0,0,1,0,0,0,0,1
"rules",2,0,9,24,14,0,1,0,25,5
"rulesdoc",0,0,0,0,0,0,1,0,0,0
"rulesoge",0,0,0,1,0,0,0,0,0,0
"ruleswhich",0,0,1,1,0,0,0,0,0,0
"ruling",21,0,8,36,0,0,0,0,0,0
"rumblings",0,0,0,6,0,0,0,0,0,0
"rummaolcom",0,0,0,0,0,0,0,0,0,1
"run",0,0,19,43,0,2,1,0,4,0
"runderwomailwinorg",0,0,0,0,0,0,0,0,0,3
"rundown",0,0,0,2,0,0,0,0,0,0
"running",1,0,0,0,0,1,0,0,2,0
"runofshow",0,0,0,2,0,0,0,0,0,0
"runs",17,0,1,10,0,1,0,0,0,0
"runyon",0,0,0,0,0,0,0,0,0,1
"rupert",0,0,0,0,0,0,0,0,0,2
"rural",0,0,0,30,0,1,0,26,35,1
"rush",0,0,4,61,17,0,1,0,40,5
"rushing",0,0,0,0,0,0,0,0,0,3
"russ",5,0,0,0,0,0,0,0,4,3
"russel",0,0,0,0,0,0,0,0,0,1
"russell",9,0,0,3,0,0,0,24,46,6
"russellmonkresokcgov",0,0,0,0,0,0,0,0,0,3
"russie",0,0,2,2,0,0,2,0,4,3
"russlandonthevillageokorg",0,0,0,0,0,0,0,0,0,1
"rusty",0,0,11,1,0,0,0,0,1,8
"rustyappletoninhofesenategov",0,0,0,0,0,0,0,0,1,0
"rustyflemingbrightoknet",0,0,0,0,0,2,0,0,0,0
"rustyftemingbrightoknet",0,0,0,0,0,0,0,0,0,1
"rustylaforgebanksnbcom",0,0,0,0,0,0,0,0,0,3
"rustyrobinshotmailcom",0,0,0,0,0,2,0,0,0,0
"ruth",0,0,0,0,0,0,0,0,0,1
"ruthanngooglecom",0,0,0,1,0,0,0,0,0,0
"ruthannregensgmailcom",0,0,0,0,0,0,0,0,0,1
"rutherford",0,0,0,0,0,0,0,0,0,1
"ruthlhoweusdojgov",0,0,0,0,0,0,0,0,0,1
"ruthnimmocoxnet",0,0,0,0,0,2,0,0,0,0
"rutledge",0,0,0,0,0,0,0,0,0,1
"rvickdpsstateokus",0,0,0,0,0,0,0,0,0,3
"rweigeltcsoorg",0,0,0,0,0,0,0,0,0,3
"rwestcityoftulsaorg",1,0,5,9,0,0,0,0,0,0
"rwhelanoccemailcom",0,0,0,0,0,0,0,0,0,2
"rwierwieranddallencom",2,0,28,0,0,0,1,0,0,0
"rwillard",0,0,0,0,0,0,0,0,0,1
"rwilliamscityofaltusorg",0,0,0,0,0,0,0,0,0,1
"ryan",0,0,3,29,0,0,2,0,7,12
"ryanacksoninhofesenategov",0,0,0,0,0,0,0,0,0,2
"ryanbeaconbrightcom",0,0,0,0,0,0,0,0,0,4
"ryanbraggoigdotgov",0,0,0,0,0,0,0,0,0,2
"ryancargillgovokgov",0,0,0,0,0,0,0,0,0,1
"ryandavenportokcom",0,0,0,0,0,0,0,0,0,1
"ryankosuorg",0,0,0,0,0,0,0,0,0,1
"ryanstorercbreokcom",0,0,0,0,0,0,0,0,0,1
"ryantrinitynormanorg",0,0,0,0,0,0,0,0,1,0
"ryanturnerchkcom",0,0,0,0,0,0,0,0,0,1
"ryder",0,0,0,0,0,0,0,0,0,3
"ryokredcrossorg",0,0,0,0,0,0,0,0,0,1
"rzimmerosboeokgov",0,0,0,0,0,0,0,0,0,2
"sabelesproskaeurcom",0,0,0,6,0,0,0,0,0,0
"sac",0,0,0,0,0,0,0,0,0,2
"sacdallaslntelicedhsgov",0,0,0,0,0,0,0,0,0,3
"sachs",0,0,0,6,0,0,0,0,0,0
"sacrificed",0,0,0,6,0,0,0,0,0,0
"sacrificing",0,0,0,4,0,0,0,2,2,0
"sad",0,0,0,0,0,0,0,0,5,0
"saenz",0,0,2,23,0,0,2,0,0,0
"saexeterutahgov",0,0,0,0,0,0,0,0,16,0
"safe",3,0,0,7,0,1,0,0,0,2
"safely",0,0,0,4,0,0,0,0,0,0
"safer",1,0,14,0,0,0,0,0,0,0
"safety",25,0,3,9,0,6,0,0,7,22
"safetys",0,0,1,3,0,0,0,0,0,0
"safeunsubscribetm",229,25,0,520,0,5,0,53,310,0
"sagac",0,0,0,0,0,0,0,0,1,0
"sagelpositivetomorrowsorg",0,0,0,16,0,0,0,0,0,1
"sager",0,0,0,0,16,0,0,0,26,0
"saguenetzeronet",0,0,0,0,0,0,0,0,0,2
"said",48,0,19,87,0,0,0,15,54,13
"saint",0,0,0,0,0,0,0,0,5,0
"sake",0,0,1,3,0,0,0,0,5,0
"salaries",4,0,0,6,0,0,0,0,1,2
"salatin",0,0,0,18,0,0,0,0,0,0
"salbertsonouhscedu",0,0,0,0,0,0,0,0,0,1
"sales",0,0,0,6,0,0,0,0,0,0
"salesvisitshawneecom",0,0,0,0,0,0,0,0,1,0
"salexanderroseedu",0,0,0,0,0,0,0,0,1,0
"salient",0,0,6,0,0,0,0,0,0,0
"salinapolicelyahoocom",0,0,0,0,0,0,0,0,0,1
"salisbury",1,0,14,0,0,0,0,0,0,0
"sallisaw",0,0,0,0,0,0,0,0,0,7
"sallt",1,0,0,0,0,0,0,0,0,0
"sally",0,0,2,2,0,0,2,0,0,5
"sallykernokhousegov",0,0,0,0,0,1,0,0,0,0
"sallyodastateokus",0,0,0,0,0,0,0,0,0,3
"salmon",0,0,0,0,0,0,0,0,0,3
"salmondpsstateokus",0,0,0,0,0,0,0,0,0,3
"salo",0,0,0,10,0,0,0,0,0,0
"salt",2,0,12,0,0,0,0,0,0,0
"saltandpepperseasoned",0,0,0,6,0,0,0,0,0,0
"salter",0,0,0,0,0,0,0,0,0,3
"saltydawgthepiratesrepubliccom",0,0,0,0,0,2,0,0,0,0
"salute",0,0,0,3,0,0,0,0,0,0
"salvage",0,0,0,0,0,0,0,5,5,0
"salvation",0,0,0,2,0,0,0,0,0,0
"salvatore",0,0,0,0,0,0,0,0,0,2
"salvatoresculottacivmailmil",0,0,0,0,0,0,0,0,0,2
"sam",0,0,0,5,0,1,0,3,13,19
"samantha",0,0,0,0,0,0,0,0,0,2
"samanthagallowayokdhsorg",0,0,0,0,0,0,0,0,0,1
"samara",0,0,0,0,17,0,0,0,28,0
"sambyrdtownofmeekercom",0,0,0,0,0,0,0,0,0,1
"same",13,0,35,80,0,1,13,0,51,3
"samesex",0,0,0,4,0,0,0,0,0,0
"samgstonegmailcom",0,0,0,0,0,2,0,0,0,2
"sami",6,0,0,0,0,0,0,0,0,0
"samknippokfborg",0,0,0,0,0,0,0,0,0,1
"sampson",0,0,0,0,0,0,0,0,0,3
"samuel",0,0,0,12,0,0,0,0,15,1
"san",0,0,26,0,0,0,0,0,0,0
"sand",0,0,0,0,0,0,0,0,0,5
"sandburg",0,0,0,0,0,0,0,0,0,2
"sanders",0,0,37,2,1,0,0,0,5,17
"sandersfield",0,0,0,0,0,0,0,0,0,3
"sanderson",3,0,1,1,0,0,0,0,0,2
"sandersonpdanielusdojgov",0,0,0,0,0,0,0,0,0,1
"sandlin",8,0,0,0,0,0,0,0,0,0
"sandra",7,0,0,0,16,0,0,0,26,3
"sandraharrisonokdhsorg",0,0,0,0,0,0,0,0,0,2
"sandrapaynessmhccom",0,0,0,0,0,0,0,0,1,0
"sandravouedu",0,0,0,0,0,0,0,0,0,1
"sands",0,0,0,0,0,0,0,0,0,2
"sandwich",0,4,0,0,0,0,0,0,0,0
"sandy",5,0,0,3,0,0,0,0,4,1
"sandylgarrettgmailcom",0,0,0,0,0,2,0,0,0,0
"sandymacdonaldcomanchecountyus",0,0,0,0,0,0,0,0,0,1
"sandyweisburstquinnemanuelcom",0,0,7,16,0,0,0,0,0,0
"sanford",3,0,0,0,0,0,0,0,0,0
"sang",4,0,0,0,0,0,0,0,0,0
"sanger",0,0,5,168,8,5,0,0,26,3
"sangeroag",0,0,0,3,0,0,0,0,0,0
"sangers",0,0,0,4,0,0,0,0,0,0
"sanicelyomlorg",6,0,0,0,0,0,0,0,0,0
"sankyo",2,0,0,0,0,0,0,0,0,0
"sapulpa",0,0,0,0,0,0,0,0,0,8
"sara",0,0,0,0,0,0,0,0,0,7
"sarah",23,0,2,105,0,0,10,0,161,3
"sarahcorleymailhouse",0,0,0,0,0,0,0,0,1,0
"sarahemarfinouedu",0,0,0,0,0,0,0,0,0,2
"sarahemartinouedu",0,0,0,0,0,0,0,0,0,1
"sarahhicksnewsnet",0,0,0,0,0,0,0,0,0,1
"sarahhspinksgmailcom",0,0,0,0,0,0,0,0,0,1
"sarahlentigmailcom",0,0,0,3,0,0,7,0,16,0
"sarahlentigmailcommailtosarahlentigmailcom",0,0,0,1,0,0,0,0,0,0
"sarahlibraryarkansasgov",0,0,0,0,0,0,0,0,1,0
"sarahrnorthcarecom",0,0,0,0,0,1,0,0,0,0
"sarahrobertsinasmuchfoundationorg",0,0,0,0,0,1,0,0,0,0
"sarahspencerokhousegov",0,0,0,0,0,0,0,0,0,1
"sarahterrycobojournalrecordcom",0,0,0,0,17,0,0,0,28,0
"sarahtripleccompaniescom",0,0,0,0,0,0,0,0,0,1
"sarajhernandezcivmailmil",0,0,0,0,0,0,0,0,0,2
"saraterrycobojournalrecordcom",0,0,0,0,0,0,0,0,0,1
"sartin",0,0,0,9,0,0,0,0,0,0
"saskatchewan",0,0,0,0,0,0,1,0,0,0
"sasmithsandspringsokorg",0,0,0,0,0,0,0,0,0,4
"sat",4,0,0,0,0,0,0,0,10,0
"satepauhoodle",0,0,0,0,0,0,0,0,0,3
"satisfy",0,0,6,0,0,0,0,0,0,0
"satlisaw",0,0,0,0,0,0,0,0,0,1
"satrom",0,0,0,293,18,1,0,0,30,0
"satterfield",0,0,0,6,0,0,0,0,0,0
"saturday",0,0,10,13,0,0,0,0,30,0
"sauna",0,0,0,0,0,0,0,0,0,1
"save",0,0,31,16,0,6,0,0,70,9
"saving",4,0,3,7,0,0,0,6,13,0
"savings",1,0,0,21,0,0,0,10,45,0
"savviest",0,0,0,6,0,0,0,0,0,0
"saw",12,0,0,17,1,1,0,0,17,0
"sawhitefordaepcom",0,0,2,2,0,0,2,0,1,0
"sawyer",4,0,0,0,0,0,0,0,2,3
"saxonhouse",1,0,0,96,0,0,0,0,0,0
"saxonhousedomaininvalid",0,0,0,2,0,0,0,0,0,0
"say",46,6,2,101,0,5,4,3,43,0
"saybarrelhorsesyahoocom",0,0,0,0,0,0,0,0,0,1
"saying",0,9,2,15,0,0,0,0,10,0
"sayre",0,0,0,0,0,0,0,0,0,7
"sayrerecordcableonenet",0,0,0,0,0,0,0,0,0,2
"says",12,0,6,38,0,0,6,5,114,0
"sballewseedu",0,0,0,0,0,0,0,0,0,3
"sballingtonscaggov",0,0,0,24,0,0,0,0,0,0
"sbaslerokumcorg",0,0,0,2,0,1,0,0,0,2
"sbazeoccemailcom",0,0,0,0,0,0,0,0,0,2
"sbc",0,0,0,0,0,0,0,8,8,0
"sbeanetcsoorg",0,0,0,0,0,0,0,0,0,4
"sbennettoetatv",0,0,0,0,0,0,0,0,0,3
"sbentsoncashlandokcom",0,0,0,0,0,0,0,0,0,1
"sbentsonttcokcom",0,0,0,0,0,0,0,0,0,5
"sbharrison",0,0,0,0,0,0,0,0,0,1
